Sample in Buffer,Sample in Window,TRIGGER,O_Mipi_CSI_Byte_Lane0_Data[7:0],O_Mipi_CSI_Byte_Lane1_Data[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX
382,382,0,54,10
383,383,0,50,10
384,384,0,c0,54
385,385,0,01,50
386,386,0,07,41
387,387,0,1c,05
388,388,0,70,15
389,389,0,c0,54
390,390,0,01,50
391,391,0,07,41
392,392,0,1c,05
393,393,0,70,15
394,394,0,c0,54
395,395,0,01,50
396,396,0,3b,50
397,397,0,e1,40
398,398,0,84,01
399,399,0,13,05
400,400,0,4e,14
401,401,0,38,50
402,402,0,e1,40
403,403,0,84,01
404,404,0,13,05
405,405,0,4e,14
406,406,0,38,50
407,407,0,01,e0
408,408,0,01,8e
409,409,0,04,3b
410,410,0,10,ee
411,411,0,40,b8
412,412,0,00,e3
413,413,0,01,8e
414,414,0,04,3b
415,415,0,10,ee
416,416,0,40,b8
417,417,0,00,e3
418,418,0,81,3e
419,419,0,40,c0
420,420,0,02,00
421,421,0,09,03
422,422,0,24,0c
423,423,0,90,30
424,424,0,40,c0
425,425,0,02,00
426,426,0,09,03
427,427,0,24,0c
428,428,0,90,30
429,429,0,40,c0
430,430,0,02,00
431,431,0,05,41
432,432,0,13,05
433,433,0,4c,15
434,434,0,30,54
435,435,0,c1,50
436,436,0,04,41
437,437,0,13,05
438,438,0,4c,15
439,439,0,30,54
440,440,0,c1,50
441,441,0,04,41
442,442,0,e3,41
443,443,0,84,01
444,444,0,13,05
445,445,0,4e,14
446,446,0,38,50
447,447,0,e1,40
448,448,0,84,01
449,449,0,13,05
450,450,0,4e,14
451,451,0,38,50
452,452,0,e1,40
453,453,0,04,81
454,454,0,04,3b
455,455,0,10,ee
456,456,0,40,b8
457,457,0,00,e3
458,458,0,01,8e
459,459,0,04,3b
460,460,0,10,ee
461,461,0,40,b8
462,462,0,00,e3
463,463,0,01,8e
464,464,0,04,3b
465,465,0,10,ee
466,466,0,04,01
467,467,0,14,04
468,468,0,50,10
469,469,0,40,40
470,470,0,01,00
471,471,0,05,01
472,472,0,14,04
473,473,0,50,10
474,474,0,40,40
475,475,0,01,00
476,476,0,05,01
477,477,0,04,00
478,478,0,20,05
479,479,0,80,14
480,480,0,00,50
481,481,0,02,40
482,482,0,08,01
483,483,0,20,05
484,484,0,80,14
485,485,0,00,50
486,486,0,02,40
487,487,0,08,01
488,488,0,20,05
489,489,0,10,05
490,490,0,40,14
491,491,0,00,50
492,492,0,01,40
493,493,0,04,01
494,494,0,10,05
495,495,0,40,14
496,496,0,00,50
497,497,0,01,40
498,498,0,04,01
499,499,0,10,05
500,500,0,40,14
501,501,0,20,30
502,502,0,80,c2
503,503,0,00,08
504,504,0,02,23
505,505,0,08,8c
506,506,0,20,30
507,507,0,80,c2
508,508,0,00,08
509,509,0,02,23
510,510,0,08,8c
511,511,0,20,30
512,512,0,50,06
513,513,0,50,10
514,514,0,41,40
515,515,0,05,00
516,516,0,15,01
517,517,0,54,04
518,518,0,50,10
519,519,0,41,40
520,520,0,05,00
521,521,0,15,01
522,522,0,54,04
523,523,0,50,10
524,524,0,80,40
525,525,0,01,00
526,526,0,06,01
527,527,0,18,04
528,528,0,60,10
529,529,0,80,40
530,530,0,01,00
531,531,0,06,01
532,532,0,18,04
533,533,0,60,10
534,534,0,80,40
535,535,0,01,00
536,536,0,3a,00
537,537,0,e0,00
538,538,0,80,00
539,539,0,03,00
540,540,0,0e,00
541,541,0,38,00
542,542,0,e0,00
543,543,0,80,00
544,544,0,03,00
545,545,0,0e,00
546,546,0,38,00
547,547,0,40,00
548,548,0,00,07
549,549,0,01,1c
550,550,0,04,70
551,551,0,10,c0
552,552,0,40,01
553,553,0,00,07
554,554,0,01,1c
555,555,0,04,70
556,556,0,10,c0
557,557,0,40,01
558,558,0,40,47
559,559,0,81,10
560,560,0,05,41
561,561,0,16,04
562,562,0,58,11
563,563,0,60,44
564,564,0,81,10
565,565,0,05,41
566,566,0,16,04
567,567,0,58,11
568,568,0,60,44
569,569,0,81,10
570,570,0,05,41
571,571,0,02,40
572,572,0,0e,01
573,573,0,38,05
574,574,0,e0,14
575,575,0,80,50
576,576,0,03,40
577,577,0,0e,01
578,578,0,38,05
579,579,0,e0,14
580,580,0,80,50
581,581,0,03,40
582,582,0,ee,01
583,583,0,84,00
584,584,0,13,00
585,585,0,4e,00
586,586,0,38,00
587,587,0,e1,00
588,588,0,84,00
589,589,0,13,00
590,590,0,4e,00
591,591,0,38,00
592,592,0,e1,00
593,593,0,04,80
594,594,0,00,07
595,595,0,00,1e
596,596,0,00,78
597,597,0,00,e0
598,598,0,00,81
599,599,0,00,07
600,600,0,00,1e
601,601,0,00,78
602,602,0,00,e0
603,603,0,00,81
604,604,0,00,07
605,605,0,00,1e
606,606,0,08,04
607,607,0,20,10
608,608,0,80,40
609,609,0,00,00
610,610,0,02,01
611,611,0,08,04
612,612,0,20,10
613,613,0,80,40
614,614,0,00,00
615,615,0,02,01
616,616,0,08,04
617,617,0,00,00
618,618,0,28,05
619,619,0,a0,14
620,620,0,80,50
621,621,0,02,40
622,622,0,0a,01
623,623,0,28,05
624,624,0,a0,14
625,625,0,80,50
626,626,0,02,40
627,627,0,0a,01
628,628,0,28,05
629,629,0,10,05
630,630,0,40,14
631,631,0,00,50
632,632,0,01,40
633,633,0,04,01
634,634,0,10,05
635,635,0,40,14
636,636,0,00,50
637,637,0,01,40
638,638,0,04,01
639,639,0,10,05
640,640,0,40,14
641,641,0,40,b8
642,642,0,00,e3
643,643,0,01,8e
644,644,0,04,3b
645,645,0,10,ee
646,646,0,40,b8
647,647,0,00,e3
648,648,0,01,8e
649,649,0,04,3b
650,650,0,10,ee
651,651,0,40,b8
652,652,0,00,03
653,653,0,10,00
654,654,0,40,00
655,655,0,00,00
656,656,0,01,00
657,657,0,04,00
658,658,0,10,00
659,659,0,40,00
660,660,0,00,00
661,661,0,01,00
662,662,0,04,00
663,663,0,50,10
664,664,0,00,50
665,665,0,01,40
666,666,0,04,01
667,667,0,10,05
668,668,0,40,14
669,669,0,00,50
670,670,0,01,40
671,671,0,04,01
672,672,0,10,05
673,673,0,40,14
674,674,0,00,50
675,675,0,01,40
676,676,0,b8,50
677,677,0,e0,40
678,678,0,82,01
679,679,0,0b,05
680,680,0,2e,14
681,681,0,b8,50
682,682,0,e0,40
683,683,0,82,01
684,684,0,0b,05
685,685,0,2e,14
686,686,0,b8,50
687,687,0,00,00
688,688,0,01,0e
689,689,0,04,38
690,690,0,10,e0
691,691,0,40,80
692,692,0,00,03
693,693,0,01,0e
694,694,0,04,38
695,695,0,10,e0
696,696,0,40,80
697,697,0,00,03
698,698,0,41,4e
699,699,0,01,00
700,700,0,05,01
701,701,0,14,04
702,702,0,50,10
703,703,0,40,40
704,704,0,01,00
705,705,0,05,01
706,706,0,14,04
707,707,0,50,10
708,708,0,40,40
709,709,0,01,00
710,710,0,05,01
711,711,0,00,00
712,712,0,0e,01
713,713,0,38,04
714,714,0,e0,10
715,715,0,80,40
716,716,0,03,00
717,717,0,0e,01
718,718,0,38,04
719,719,0,e0,10
720,720,0,80,40
721,721,0,03,00
722,722,0,0e,41
723,723,0,04,01
724,724,0,10,05
725,725,0,40,14
726,726,0,00,50
727,727,0,01,40
728,728,0,04,01
729,729,0,10,05
730,730,0,40,14
731,731,0,00,50
732,732,0,01,40
733,733,0,04,01
734,734,0,01,27
735,735,0,04,9c
736,736,0,10,70
737,737,0,40,c2
738,738,0,00,09
739,739,0,01,27
740,740,0,04,9c
741,741,0,10,70
742,742,0,40,c2
743,743,0,00,09
744,744,0,01,27
745,745,0,04,9c
746,746,0,00,00
747,747,0,04,00
748,748,0,10,00
749,749,0,40,00
750,750,0,00,00
751,751,0,01,00
752,752,0,04,00
753,753,0,10,00
754,754,0,40,00
755,755,0,00,00
756,756,0,01,00
757,757,0,14,04
758,758,0,40,15
759,759,0,00,54
760,760,0,01,50
761,761,0,04,41
762,762,0,10,05
763,763,0,40,15
764,764,0,00,54
765,765,0,01,50
766,766,0,04,41
767,767,0,10,05
768,768,0,80,05
769,769,0,13,05
770,770,0,4e,14
771,771,0,38,50
772,772,0,e1,40
773,773,0,84,01
774,774,0,13,05
775,775,0,4e,14
776,776,0,38,50
777,777,0,e1,40
778,778,0,84,01
779,779,0,13,05
780,780,0,4e,14
781,781,0,40,78
782,782,0,00,e3
783,783,0,01,8d
784,784,0,04,37
785,785,0,10,de
786,786,0,40,78
787,787,0,00,e3
788,788,0,01,8d
789,789,0,04,37
790,790,0,10,de
791,791,0,40,78
