Sample in Buffer,Sample in Window,TRIGGER,DMA_Custom/wr_index[2:0],DMA_Custom/Pose_Wr_Rst_Sync,DMA_Custom/w_brust_cnt[7:0],DMA_Custom/m_axi_awaddr[31:0],DMA_Custom/rd_index[2:0],DMA_Custom/m_axi_araddr[31:0],DMA_Custom/rd_base_addr[31:0],DMA_Custom/Rd_Rst_Sync_1,DMA_Custom/r_Rd_Rst_Sync[2:0],DMA_Custom/Ar_running,DMA_Custom/Aw_running,DMA_Custom/<const0>_1,DMA_Custom/<const0>_2,DMA_Custom/<const0>_3,DMA_Custom/<const0>_4,DMA_Custom/<const0>_5,DMA_Custom/<const0>_6,DMA_Custom/<const0>_7,DMA_Custom/Rd_Rst_Sync,DMA_Custom/<const0>_8,DMA_Custom/<const0>_9,DMA_Custom/<const0>_10,DMA_Custom/<const0>_11,DMA_Custom/<const0>_12,DMA_Custom/<const0>_13,DMA_Custom/<const0>
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,UNSIGNED,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
666,26,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
667,27,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
668,28,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
669,29,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
670,30,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,31,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,32,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
673,33,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
674,34,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
675,35,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
676,36,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
677,37,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
678,38,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
679,39,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
680,40,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,41,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
682,42,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
683,43,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
684,44,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
685,45,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
686,46,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
687,47,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
688,48,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
689,49,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
690,50,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
691,51,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
692,52,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
693,53,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
694,54,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
695,55,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
696,56,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
697,57,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
698,58,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
699,59,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,60,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
701,61,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
702,62,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
703,63,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
704,64,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
705,65,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
706,66,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
707,67,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
708,68,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
709,69,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
710,70,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
711,71,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
712,72,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
713,73,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
714,74,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
715,75,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
716,76,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
717,77,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
718,78,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
719,79,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
720,80,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
721,81,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
722,82,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
723,83,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
724,84,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
725,85,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
726,86,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
727,87,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
728,88,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
729,89,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
730,90,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
731,91,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
732,92,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
733,93,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
734,94,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
735,95,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
736,96,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
737,97,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
738,98,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
739,99,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
740,100,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
741,101,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
742,102,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
743,103,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
744,104,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
745,105,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
746,106,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
747,107,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
748,108,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
749,109,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
750,110,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,111,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
752,112,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,113,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
754,114,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,115,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
756,116,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
757,117,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
758,118,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
759,119,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
760,120,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
761,121,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,122,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
763,123,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
764,124,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
765,125,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,126,0,2,0,00,7146240,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
767,127,1,2,0,00,7146240,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,0,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,1,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,2,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,3,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,4,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,5,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,6,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,7,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,8,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,9,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,10,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,11,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,12,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,13,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,14,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,15,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,16,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,17,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,18,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,19,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,20,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,21,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,22,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,23,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,24,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,25,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,26,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,27,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,28,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,29,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,30,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,31,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,32,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,33,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,34,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,35,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,36,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,37,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,38,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,39,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,40,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,41,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,42,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,43,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,44,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,45,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,46,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,47,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,48,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,49,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,50,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,51,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,52,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,53,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,54,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,55,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,56,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,57,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,58,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,59,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,60,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,61,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,62,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,63,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,64,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,65,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,66,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,67,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,68,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,69,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,70,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,71,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,72,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,73,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
842,74,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
843,75,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,76,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
845,77,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,78,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,79,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,80,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,81,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,82,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,83,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
852,84,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
853,85,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,86,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
855,87,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,88,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857,89,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
858,90,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859,91,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,92,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
861,93,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,94,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,95,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,96,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,97,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,98,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,99,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
868,100,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,101,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,102,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,103,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,104,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,105,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,106,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,107,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,108,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,109,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,110,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,111,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,112,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,113,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,114,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,115,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,116,0,2,0,00,8290560,1,1758720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
